id,smiles,reachability_score,best_reaction,reachable_via,bb1_smiles,bb2_smiles,amide_coupling_match,suzuki_match,buchwald_match,urea_match,thiourea_match,n_alkyl_match,o_alkyl_match
Z795991852_analog_0054,Cn1c(=O)c2ccccc2n2c(Oc3cccc(CNC4Cc5ccccc5O4)c3)nnc12,0.745,n_alkylation,"n_alkylation,o_alkylation",Cn1c(=O)c2ccccc2n2c(Oc3cccc(CBr)c3)nnc12,[H]NC1Cc2ccccc2O1,0,0,0,0,0,1,1
Z795991852_analog_0094,Cn1c(=O)c2ccccc2n2c(-c3cccc(COCC4Cc5ccccc5O4)c3)nnc12,0.85,suzuki_miyaura,"suzuki_miyaura,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,OB(O)c1cccc(COCC2Cc3ccccc3O2)c1,0,1,0,0,0,0,1
Z795991852_analog_0063,Cn1c(=O)c2ccccc2n2c(NCC3Cc4ccccc4O3)nnc12,1.0,buchwald_hartwig,"buchwald_hartwig,n_alkylation,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,[H]NCC1Cc2ccccc2O1,0,0,1,0,0,1,1
Z795991852_analog_0090,Cn1c(=O)c2ccccc2n2c(OCC3Cc4ccccc4O3)nnc12,1.0,o_alkylation,o_alkylation,BrCC1Cc2ccccc2O1,[H]Oc1nnc2n(C)c(=O)c3ccccc3n12,0,0,0,0,0,0,1
Z795991852_analog_0096,Cn1c(=O)c2ccccc2n2c(C3Cc4ccccc4O3)nnc12,0.5,o_alkylation,o_alkylation,cccccCC(Br)C1=Nn=c2-n(C)-c(=O)-c3=c-c=c-c=c-3N12,[H]Oc1ccccc1C,0,0,0,0,0,0,1
Z795991852_analog_0079,Cn1c(=O)c2ccccc2n2c(-c3cccc(OC4Cc5ccccc5O4)c3)nnc12,1.0,suzuki_miyaura,"suzuki_miyaura,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,OB(O)c1cccc(OC2Cc3ccccc3O2)c1,0,1,0,0,0,0,1
Z795991852_analog_0081,Cn1c(=O)c2ccccc2n2c(Oc3cccc(OC4Cc5ccccc5O4)c3)nnc12,0.745,o_alkylation,o_alkylation,BrC1Cc2ccccc2O1,[H]Oc1cccc(Oc2nnc3n(C)c(=O)c4ccccc4n23)c1,0,0,0,0,0,0,1
Z795991852_analog_0030,Cn1c(=O)c2ccccc2n2c(C(=O)NCc3cccc(C4Cc5ccccc5O4)c3)nnc12,1.0,amide_coupling,"amide_coupling,o_alkylation",Cn1c(=O)c2ccccc2n2c(C(=O)O)nnc12,[H]NCc1cccc(C2Cc3ccccc3O2)c1,1,0,0,0,0,0,1
Z795991852_analog_0065,Cn1c(=O)c2ccccc2n2c(NCc3cccc(OC4Cc5ccccc5O4)c3)nnc12,1.0,buchwald_hartwig,"buchwald_hartwig,n_alkylation,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,[H]NCc1cccc(OC2Cc3ccccc3O2)c1,0,0,1,0,0,1,1
Z795991852_analog_0051,Cn1c(=O)c2ccccc2n2c(NC3Cc4ccccc4O3)nnc12,1.0,buchwald_hartwig,"buchwald_hartwig,n_alkylation,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,[H]NC1Cc2ccccc2O1,0,0,1,0,0,1,1
Z795991852_analog_0091,Cn1c(=O)c2ccccc2n2c(OCc3cccc(C4Cc5ccccc5O4)c3)nnc12,1.0,o_alkylation,o_alkylation,BrCc1cccc(C2Cc3ccccc3O2)c1,[H]Oc1nnc2n(C)c(=O)c3ccccc3n12,0,0,0,0,0,0,1
Z795991852_analog_0085,Cn1c(=O)c2ccccc2n2c(Oc3cccc(COC4Cc5ccccc5O4)c3)nnc12,0.745,o_alkylation,o_alkylation,Cn1c(=O)c2ccccc2n2c(Oc3cccc(CBr)c3)nnc12,[H]OC1Cc2ccccc2O1,0,0,0,0,0,0,1
Z795991852_analog_0029,Cn1c(=O)c2ccccc2n2c(C(=O)NCC3Cc4ccccc4O3)nnc12,1.0,amide_coupling,"amide_coupling,o_alkylation",Cn1c(=O)c2ccccc2n2c(C(=O)O)nnc12,[H]NCC1Cc2ccccc2O1,1,0,0,0,0,0,1
Z795991852_analog_0046,Cn1c(=O)c2ccccc2n2c(C(=O)Oc3cccc(C4Cc5ccccc5O4)c3)nnc12,0.5,o_alkylation,o_alkylation,cccccCC(Br)C1=Cc=c-c(OC(=O)c2=n-n=c3-n(C)-c(=O)-c4=c-c=c-c=c-4-n-2-3)=C1,[H]Oc1ccccc1C,0,0,0,0,0,0,1
Z795991852_analog_0055,Cn1c(=O)c2ccccc2n2c(Nc3cccc(CNC4Cc5ccccc5O4)c3)nnc12,1.0,buchwald_hartwig,"buchwald_hartwig,n_alkylation,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,[H]Nc1cccc(CNC2Cc3ccccc3O2)c1,0,0,1,0,0,1,1
Z795991852_analog_0058,Cn1c(=O)c2ccccc2n2c(NCc3cccc(NC4Cc5ccccc5O4)c3)nnc12,1.0,buchwald_hartwig,"buchwald_hartwig,n_alkylation,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,[H]NCc1cccc(NC2Cc3ccccc3O2)c1,0,0,1,0,0,1,1
Z795991852_analog_0080,Cn1c(=O)c2ccccc2n2c(OCc3cccc(OC4Cc5ccccc5O4)c3)nnc12,0.85,o_alkylation,o_alkylation,BrCc1cccc(OC2Cc3ccccc3O2)c1,[H]Oc1nnc2n(C)c(=O)c3ccccc3n12,0,0,0,0,0,0,1
Z795991852_analog_0025,Cn1c(=O)c2ccccc2n2c(C(=O)NC3Cc4ccccc4O3)nnc12,1.0,amide_coupling,"amide_coupling,o_alkylation",Cn1c(=O)c2ccccc2n2c(C(=O)O)nnc12,[H]NC1Cc2ccccc2O1,1,0,0,0,0,0,1
Z795991852_analog_0066,Cn1c(=O)c2ccccc2n2c(Nc3cccc(C4Cc5ccccc5O4)c3)nnc12,1.0,buchwald_hartwig,"buchwald_hartwig,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,[H]Nc1cccc(C2Cc3ccccc3O2)c1,0,0,1,0,0,0,1
Z795991852_analog_0068,Cn1c(=O)c2ccccc2n2c(Nc3cccc(OCC4Cc5ccccc5O4)c3)nnc12,1.0,buchwald_hartwig,"buchwald_hartwig,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,[H]Nc1cccc(OCC2Cc3ccccc3O2)c1,0,0,1,0,0,0,1
Z795991852_analog_0070,Cn1c(=O)c2ccccc2n2c(Nc3cccc(NCC4Cc5ccccc5O4)c3)nnc12,1.0,buchwald_hartwig,"buchwald_hartwig,n_alkylation,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,[H]Nc1cccc(NCC2Cc3ccccc3O2)c1,0,0,1,0,0,1,1
Z795991852_analog_0072,Cn1c(=O)c2ccccc2n2c(Oc3cccc(NCC4Cc5ccccc5O4)c3)nnc12,0.745,buchwald_hartwig,"buchwald_hartwig,n_alkylation,o_alkylation",Cn1c(=O)c2ccccc2n2c(Oc3cccc(Br)c3)nnc12,[H]NCC1Cc2ccccc2O1,0,0,1,0,0,1,1
Z795991852_analog_0074,Cn1c(=O)c2ccccc2n2c(-c3cccc(NCC4Cc5ccccc5O4)c3)nnc12,1.0,suzuki_miyaura,"suzuki_miyaura,buchwald_hartwig,n_alkylation,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,OB(O)c1cccc(NCC2Cc3ccccc3O2)c1,0,1,1,0,0,1,1
Z795991852_analog_0078,Cn1c(=O)c2ccccc2n2c(OC3Cc4ccccc4O3)nnc12,1.0,o_alkylation,o_alkylation,BrC1Cc2ccccc2O1,[H]Oc1nnc2n(C)c(=O)c3ccccc3n12,0,0,0,0,0,0,1
Z795991852_analog_0084,Cn1c(=O)c2ccccc2n2c(-c3cccc(COC4Cc5ccccc5O4)c3)nnc12,1.0,suzuki_miyaura,"suzuki_miyaura,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,OB(O)c1cccc(COC2Cc3ccccc3O2)c1,0,1,0,0,0,0,1
Z795991852_analog_0021,Cn1c(=O)c2ccccc2n2c(C(=O)NC(=O)c3cccc(C4Cc5ccccc5O4)c3)nnc12,1.0,amide_coupling,"amide_coupling,o_alkylation",Cn1c(=O)c2ccccc2n2c(C(=O)O)nnc12,[H]NC(=O)c1cccc(C2Cc3ccccc3O2)c1,1,0,0,0,0,0,1
Z795991852_analog_0056,Cn1c(=O)c2ccccc2n2c(-c3cccc(NC4Cc5ccccc5O4)c3)nnc12,1.0,suzuki_miyaura,"suzuki_miyaura,buchwald_hartwig,n_alkylation,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,OB(O)c1cccc(NC2Cc3ccccc3O2)c1,0,1,1,0,0,1,1
Z795991852_analog_0059,Cn1c(=O)c2ccccc2n2c(Oc3cccc(NC4Cc5ccccc5O4)c3)nnc12,0.745,buchwald_hartwig,"buchwald_hartwig,n_alkylation,o_alkylation",Cn1c(=O)c2ccccc2n2c(Oc3cccc(Br)c3)nnc12,[H]NC1Cc2ccccc2O1,0,0,1,0,0,1,1
Z795991852_analog_0061,Cn1c(=O)c2ccccc2n2c(Nc3cccc(NC4Cc5ccccc5O4)c3)nnc12,1.0,buchwald_hartwig,"buchwald_hartwig,n_alkylation,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,[H]Nc1cccc(NC2Cc3ccccc3O2)c1,0,0,1,0,0,1,1
Z795991852_analog_0034,Cn1c(=O)c2ccccc2n2c(-c3cccc(C(=O)NCC4Cc5ccccc5O4)c3)nnc12,0.85,suzuki_miyaura,"amide_coupling,suzuki_miyaura,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,O=C(NCC1Cc2ccccc2O1)c1cccc(B(O)O)c1,1,1,0,0,0,0,1
Z795991852_analog_0047,Cn1c(=O)c2ccccc2n2c(C(=O)Oc3cccc(OC4Cc5ccccc5O4)c3)nnc12,0.745,o_alkylation,o_alkylation,BrC1Cc2ccccc2O1,[H]Oc1cccc(OC(=O)c2nnc3n(C)c(=O)c4ccccc4n23)c1,0,0,0,0,0,0,1
Z795991852_analog_0076,Cn1c(=O)c2ccccc2n2c(CNCc3cccc(C4Cc5ccccc5O4)c3)nnc12,1.0,n_alkylation,"n_alkylation,o_alkylation",Cn1c(=O)c2ccccc2n2c(CBr)nnc12,[H]NCc1cccc(C2Cc3ccccc3O2)c1,0,0,0,0,0,1,1
Z795991852_analog_0032,Cn1c(=O)c2ccccc2n2c(Oc3cccc(C(=O)NC4Cc5ccccc5O4)c3)nnc12,0.745,amide_coupling,"amide_coupling,o_alkylation",Cn1c(=O)c2ccccc2n2c(Oc3cccc(C(=O)O)c3)nnc12,[H]NC1Cc2ccccc2O1,1,0,0,0,0,0,1
Z795991852_analog_0031,Cn1c(=O)c2ccccc2n2c(-c3cccc(C(=O)NC4Cc5ccccc5O4)c3)nnc12,0.85,suzuki_miyaura,"amide_coupling,suzuki_miyaura,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,O=C(NC1Cc2ccccc2O1)c1cccc(B(O)O)c1,1,1,0,0,0,0,1
Z795991852_analog_0067,Cn1c(=O)c2ccccc2n2c(Nc3cccc(OC4Cc5ccccc5O4)c3)nnc12,1.0,buchwald_hartwig,"buchwald_hartwig,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,[H]Nc1cccc(OC2Cc3ccccc3O2)c1,0,0,1,0,0,0,1
Z795991852_analog_0075,Cn1c(=O)c2ccccc2n2c(CNCC3Cc4ccccc4O3)nnc12,1.0,n_alkylation,"n_alkylation,o_alkylation",Cn1c(=O)c2ccccc2n2c(CBr)nnc12,[H]NCC1Cc2ccccc2O1,0,0,0,0,0,1,1
Z795991852_analog_0014,Cn1c(=O)c2ccccc2n2c(-c3cccc(OC(=O)C4Cc5ccccc5O4)c3)nnc12,0.85,suzuki_miyaura,"suzuki_miyaura,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,O=C(Oc1cccc(B(O)O)c1)C1Cc2ccccc2O1,0,1,0,0,0,0,1
Z795991852_analog_0016,Cn1c(=O)c2ccccc2n2c(Oc3cccc(OC(=O)C4Cc5ccccc5O4)c3)nnc12,0.5,o_alkylation,o_alkylation,cccccCC(Br)C(=O)Oc1=c-c=c-c(Oc2=n-n=c3-n(C)-c(=O)-c4=c-c=c-c=c-4-n-2-3)=c-1,[H]Oc1ccccc1C,0,0,0,0,0,0,1
Z795991852_analog_0022,Cn1c(=O)c2ccccc2n2c(NC(=O)c3cccc(C4Cc5ccccc5O4)c3)nnc12,1.0,amide_coupling,"amide_coupling,o_alkylation",O=C(O)c1cccc(C2Cc3ccccc3O2)c1,[H]Nc1nnc2n(C)c(=O)c3ccccc3n12,1,0,0,0,0,0,1
Z795991852_analog_0057,Cn1c(=O)c2ccccc2n2c(OCc3cccc(NC4Cc5ccccc5O4)c3)nnc12,0.85,o_alkylation,"buchwald_hartwig,n_alkylation,o_alkylation",BrCc1cccc(NC2Cc3ccccc3O2)c1,[H]Oc1nnc2n(C)c(=O)c3ccccc3n12,0,0,1,0,0,1,1
Z795991852_analog_0049,Cn1c(=O)c2ccccc2n2c(C(=O)OCC3Cc4ccccc4O3)nnc12,0.5,o_alkylation,o_alkylation,cccccCC(Br)COC(=O)c1=n-n=c2-n(C)-c(=O)-c3=c-c=c-c=c-3-n-1-2,[H]Oc1ccccc1C,0,0,0,0,0,0,1
Z795991852_analog_0045,Cn1c(=O)c2ccccc2n2c(C(=O)OC3Cc4ccccc4O3)nnc12,0.5,o_alkylation,o_alkylation,cccccCC(Br)OC(=O)c1=n-n=c2-n(C)-c(=O)-c3=c-c=c-c=c-3-n-1-2,[H]Oc1ccccc1C,0,0,0,0,0,0,1
Z795991852_analog_0048,Cn1c(=O)c2ccccc2n2c(C(=O)Oc3cccc(NC4Cc5ccccc5O4)c3)nnc12,0.745,buchwald_hartwig,"buchwald_hartwig,n_alkylation,o_alkylation",Cn1c(=O)c2ccccc2n2c(C(=O)Oc3cccc(Br)c3)nnc12,[H]NC1Cc2ccccc2O1,0,0,1,0,0,1,1
Z795991852_analog_0069,Cn1c(=O)c2ccccc2n2c(Nc3cccc(COC4Cc5ccccc5O4)c3)nnc12,1.0,buchwald_hartwig,"buchwald_hartwig,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,[H]Nc1cccc(COC2Cc3ccccc3O2)c1,0,0,1,0,0,0,1
Z795991852_analog_0039,Cn1c(=O)c2ccccc2n2c(C(=O)OC(=O)c3cccc(C4Cc5ccccc5O4)c3)nnc12,0.5,o_alkylation,o_alkylation,cccccCC(Br)C1=Cc=c-c(C(=O)OC(=O)c2=n-n=c3-n(C)-c(=O)-c4=c-c=c-c=c-4-n-2-3)=C1,[H]Oc1ccccc1C,0,0,0,0,0,0,1
Z795991852_analog_0052,Cn1c(=O)c2ccccc2n2c(CNC3Cc4ccccc4O3)nnc12,1.0,n_alkylation,"n_alkylation,o_alkylation",Cn1c(=O)c2ccccc2n2c(CBr)nnc12,[H]NC1Cc2ccccc2O1,0,0,0,0,0,1,1
Z795991852_analog_0023,Cn1c(=O)c2ccccc2n2c(NC(=O)c3cccc(OC4Cc5ccccc5O4)c3)nnc12,1.0,amide_coupling,"amide_coupling,o_alkylation",O=C(O)c1cccc(OC2Cc3ccccc3O2)c1,[H]Nc1nnc2n(C)c(=O)c3ccccc3n12,1,0,0,0,0,0,1
Z795991852_analog_0050,Cn1c(=O)c2ccccc2n2c(C(=O)OCc3cccc(C4Cc5ccccc5O4)c3)nnc12,0.5,o_alkylation,o_alkylation,cccccCC(Br)C1=Cc=c-c(COC(=O)c2=n-n=c3-n(C)-c(=O)-c4=c-c=c-c=c-4-n-2-3)=C1,[H]Oc1ccccc1C,0,0,0,0,0,0,1
Z795991852_analog_0026,Cn1c(=O)c2ccccc2n2c(C(=O)Nc3cccc(C4Cc5ccccc5O4)c3)nnc12,1.0,amide_coupling,"amide_coupling,o_alkylation",Cn1c(=O)c2ccccc2n2c(C(=O)O)nnc12,[H]Nc1cccc(C2Cc3ccccc3O2)c1,1,0,0,0,0,0,1
Z795991852_analog_0038,Cn1c(=O)c2ccccc2n2c(OC(=O)c3cccc(C4Cc5ccccc5O4)c3)nnc12,0.5,o_alkylation,o_alkylation,cccccCC(Br)C1=Cc=c-c(C(=O)Oc2=n-n=c3-n(C)-c(=O)-c4=c-c=c-c=c-4-n-2-3)=C1,[H]Oc1ccccc1C,0,0,0,0,0,0,1
Z795991852_analog_0093,Cn1c(=O)c2ccccc2n2c(COCc3cccc(C4Cc5ccccc5O4)c3)nnc12,1.0,o_alkylation,o_alkylation,Cn1c(=O)c2ccccc2n2c(CBr)nnc12,[H]OCc1cccc(C2Cc3ccccc3O2)c1,0,0,0,0,0,0,1
Z795991852_analog_0013,Cn1c(=O)c2ccccc2n2c(OC(=O)C3Cc4ccccc4O3)nnc12,0.5,o_alkylation,o_alkylation,cccccCC(Br)C(=O)Oc1=n-n=c2-n(C)-c(=O)-c3=c-c=c-c=c-3-n-1-2,[H]Oc1ccccc1C,0,0,0,0,0,0,1
Z795991852_analog_0041,Cn1c(=O)c2ccccc2n2c(OC(=O)c3cccc(OC4Cc5ccccc5O4)c3)nnc12,0.745,o_alkylation,o_alkylation,BrC1Cc2ccccc2O1,[H]Oc1cccc(C(=O)Oc2nnc3n(C)c(=O)c4ccccc4n23)c1,0,0,0,0,0,0,1
Z795991852_analog_0042,Cn1c(=O)c2ccccc2n2c(Oc3cccc(C(=O)OC4Cc5ccccc5O4)c3)nnc12,0.5,o_alkylation,o_alkylation,cccccCC(Br)OC(=O)c1=c-c=c-c(Oc2=n-n=c3-n(C)-c(=O)-c4=c-c=c-c=c-4-n-2-3)=c-1,[H]Oc1ccccc1C,0,0,0,0,0,0,1
Z795991852_analog_0028,Cn1c(=O)c2ccccc2n2c(C(=O)Nc3cccc(NC4Cc5ccccc5O4)c3)nnc12,1.0,amide_coupling,"amide_coupling,buchwald_hartwig,n_alkylation,o_alkylation",Cn1c(=O)c2ccccc2n2c(C(=O)O)nnc12,[H]Nc1cccc(NC2Cc3ccccc3O2)c1,1,0,1,0,0,1,1
Z795991852_analog_0073,Cn1c(=O)c2ccccc2n2c(CNc3cccc(C4Cc5ccccc5O4)c3)nnc12,1.0,buchwald_hartwig,"buchwald_hartwig,n_alkylation,o_alkylation",Brc1cccc(C2Cc3ccccc3O2)c1,[H]NCc1nnc2n(C)c(=O)c3ccccc3n12,0,0,1,0,0,1,1
Z795991852_analog_0087,Cn1c(=O)c2ccccc2n2c(COc3cccc(C4Cc5ccccc5O4)c3)nnc12,1.0,o_alkylation,o_alkylation,Cn1c(=O)c2ccccc2n2c(CBr)nnc12,[H]Oc1cccc(C2Cc3ccccc3O2)c1,0,0,0,0,0,0,1
Z795991852_analog_0017,Cn1c(=O)c2ccccc2n2c(C(=O)OC(=O)C3Cc4ccccc4O3)nnc12,0.5,o_alkylation,o_alkylation,cccccCC(Br)C(=O)OC(=O)c1=n-n=c2-n(C)-c(=O)-c3=c-c=c-c=c-3-n-1-2,[H]Oc1ccccc1C,0,0,0,0,0,0,1
Z795991852_analog_0033,Cn1c(=O)c2ccccc2n2c(Nc3cccc(C(=O)NC4Cc5ccccc5O4)c3)nnc12,1.0,buchwald_hartwig,"amide_coupling,buchwald_hartwig,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,[H]Nc1cccc(C(=O)NC2Cc3ccccc3O2)c1,1,0,1,0,0,0,1
Z795991852_analog_0062,Cn1c(=O)c2ccccc2n2c(CNc3cccc(NC4Cc5ccccc5O4)c3)nnc12,1.0,buchwald_hartwig,"buchwald_hartwig,n_alkylation,o_alkylation",Brc1cccc(NC2Cc3ccccc3O2)c1,[H]NCc1nnc2n(C)c(=O)c3ccccc3n12,0,0,1,0,0,1,1
Z795991852_analog_0092,Cn1c(=O)c2ccccc2n2c(COCC3Cc4ccccc4O3)nnc12,1.0,o_alkylation,o_alkylation,Cn1c(=O)c2ccccc2n2c(CBr)nnc12,[H]OCC1Cc2ccccc2O1,0,0,0,0,0,0,1
Z795991852_analog_0015,Cn1c(=O)c2ccccc2n2c(Nc3cccc(OC(=O)C4Cc5ccccc5O4)c3)nnc12,1.0,buchwald_hartwig,"buchwald_hartwig,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,[H]Nc1cccc(OC(=O)C2Cc3ccccc3O2)c1,0,0,1,0,0,0,1
Z795991852_analog_0020,Cn1c(=O)c2ccccc2n2c(-c3cccc(COC(=O)C4Cc5ccccc5O4)c3)nnc12,0.85,suzuki_miyaura,"suzuki_miyaura,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,O=C(OCc1cccc(B(O)O)c1)C1Cc2ccccc2O1,0,1,0,0,0,0,1
Z795991852_analog_0027,Cn1c(=O)c2ccccc2n2c(C(=O)Nc3cccc(OC4Cc5ccccc5O4)c3)nnc12,1.0,amide_coupling,"amide_coupling,o_alkylation",Cn1c(=O)c2ccccc2n2c(C(=O)O)nnc12,[H]Nc1cccc(OC2Cc3ccccc3O2)c1,1,0,0,0,0,0,1
Z795991852_analog_0035,Cn1c(=O)c2ccccc2n2c(CNC(=O)c3cccc(C4Cc5ccccc5O4)c3)nnc12,1.0,amide_coupling,"amide_coupling,o_alkylation",O=C(O)c1cccc(C2Cc3ccccc3O2)c1,[H]NCc1nnc2n(C)c(=O)c3ccccc3n12,1,0,0,0,0,0,1
Z795991852_analog_0036,Cn1c(=O)c2ccccc2n2c(-c3cccc(C(=O)OC4Cc5ccccc5O4)c3)nnc12,0.85,suzuki_miyaura,"suzuki_miyaura,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,O=C(OC1Cc2ccccc2O1)c1cccc(B(O)O)c1,0,1,0,0,0,0,1
Z795991852_analog_0012,Cn1c(=O)c2ccccc2n2c(-c3cccc(CNC(=O)C4Cc5ccccc5O4)c3)nnc12,0.85,suzuki_miyaura,"amide_coupling,suzuki_miyaura,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,O=C(NCc1cccc(B(O)O)c1)C1Cc2ccccc2O1,1,1,0,0,0,0,1
Z795991852_analog_0071,Cn1c(=O)c2ccccc2n2c(CNc3cccc(OC4Cc5ccccc5O4)c3)nnc12,1.0,buchwald_hartwig,"buchwald_hartwig,n_alkylation,o_alkylation",Brc1cccc(OC2Cc3ccccc3O2)c1,[H]NCc1nnc2n(C)c(=O)c3ccccc3n12,0,0,1,0,0,1,1
Z795991852_analog_0082,Cn1c(=O)c2ccccc2n2c(COc3cccc(OC4Cc5ccccc5O4)c3)nnc12,1.0,o_alkylation,o_alkylation,Cn1c(=O)c2ccccc2n2c(CBr)nnc12,[H]Oc1cccc(OC2Cc3ccccc3O2)c1,0,0,0,0,0,0,1
Z795991852_analog_0009,Cn1c(=O)c2ccccc2n2c(C(=O)NC(=O)C3Cc4ccccc4O3)nnc12,1.0,amide_coupling,"amide_coupling,o_alkylation",Cn1c(=O)c2ccccc2n2c(C(=O)O)nnc12,[H]NC(=O)C1Cc2ccccc2O1,1,0,0,0,0,0,1
Z795991852_analog_0024,Cn1c(=O)c2ccccc2n2c(NC(=O)c3cccc(NC4Cc5ccccc5O4)c3)nnc12,1.0,amide_coupling,"amide_coupling,buchwald_hartwig,n_alkylation,o_alkylation",O=C(O)c1cccc(NC2Cc3ccccc3O2)c1,[H]Nc1nnc2n(C)c(=O)c3ccccc3n12,1,0,1,0,0,1,1
Z795991852_analog_0037,Cn1c(=O)c2ccccc2n2c(-c3cccc(C(=O)OCC4Cc5ccccc5O4)c3)nnc12,0.85,suzuki_miyaura,"suzuki_miyaura,o_alkylation",Cn1c(=O)c2ccccc2n2c(Br)nnc12,O=C(OCC1Cc2ccccc2O1)c1cccc(B(O)O)c1,0,1,0,0,0,0,1
